precinct,votes,ja'mal green,%,sophia king,%,kam buckner,%,willie l. wilson,%,brandon johnson,%,paul vallas,%,lori e. lightfoot,%,roderick t. sawyer,%,"jesus ""chuy"" garcia",%,ward
14,374,4,1.07%,2,0.53%,2,0.53%,36,9.63%,73,19.52%,148,39.57%,25,6.68%,0,0%,84,22.46%,Ward 30
15,507,17,3.35%,7,1.38%,11,2.17%,12,2.37%,162,31.95%,161,31.76%,46,9.07%,1,0.20%,90,17.75%,Ward 30
16,286,0,0%,2,0.70%,1,0.35%,47,16.43%,22,7.69%,118,41.26%,21,7.34%,0,0%,75,26.22%,Ward 30
17,392,6,1.53%,6,1.53%,8,2.04%,31,7.91%,79,20.15%,139,35.46%,22,5.61%,0,0%,101,25.77%,Ward 30
18,333,7,2.10%,0,0%,8,2.40%,21,6.31%,108,32.43%,81,24.32%,27,8.11%,0,0%,81,24.32%,Ward 30
19,231,3,1.30%,5,2.16%,4,1.73%,21,9.09%,50,21.65%,78,33.77%,17,7.36%,0,0%,53,22.94%,Ward 30
20,261,4,1.53%,5,1.92%,4,1.53%,26,9.96%,65,24.90%,82,31.42%,20,7.66%,0,0%,55,21.07%,Ward 30
21,481,3,0.62%,2,0.42%,3,0.62%,70,14.55%,72,14.97%,209,43.45%,20,4.16%,1,0.21%,101,21.00%,Ward 30
22,434,8,1.84%,7,1.61%,11,2.53%,28,6.45%,127,29.26%,136,31.34%,51,11.75%,2,0.46%,64,14.75%,Ward 30
23,429,6,1.40%,8,1.86%,6,1.40%,12,2.80%,114,26.57%,175,40.79%,44,10.26%,1,0.23%,63,14.69%,Ward 30
24,389,5,1.29%,6,1.54%,9,2.31%,24,6.17%,72,18.51%,124,31.88%,42,10.80%,0,0%,107,27.51%,Ward 30
25,278,2,0.72%,3,1.08%,2,0.72%,26,9.35%,54,19.42%,124,44.60%,17,6.12%,0,0%,50,17.99%,Ward 30
26,460,3,0.65%,2,0.43%,11,2.39%,21,4.57%,177,38.48%,93,20.22%,38,8.26%,1,0.22%,114,24.78%,Ward 30
1,276,12,4.35%,3,1.09%,2,0.72%,15,5.43%,34,12.32%,75,27.17%,29,10.51%,1,0.36%,105,38.04%,Ward 31
2,397,5,1.26%,3,0.76%,16,4.03%,32,8.06%,155,39.04%,82,20.65%,27,6.80%,0,0%,77,19.40%,Ward 31
3,243,5,2.06%,1,0.41%,4,1.65%,24,9.88%,16,6.58%,96,39.51%,12,4.94%,0,0%,85,34.98%,Ward 31
4,257,3,1.17%,0,0%,6,2.33%,11,4.28%,102,39.69%,59,22.96%,16,6.23%,0,0%,60,23.35%,Ward 31
5,291,2,0.69%,1,0.34%,1,0.34%,25,8.59%,42,14.43%,58,19.93%,29,9.97%,0,0%,133,45.70%,Ward 31
6,230,1,0.43%,3,1.30%,1,0.43%,23,10.00%,25,10.87%,47,20.43%,25,10.87%,0,0%,105,45.65%,Ward 31
7,286,7,2.45%,2,0.70%,7,2.45%,24,8.39%,37,12.94%,100,34.97%,25,8.74%,0,0%,84,29.37%,Ward 31
8,381,10,2.62%,3,0.79%,6,1.57%,24,6.30%,64,16.80%,118,30.97%,24,6.30%,0,0%,132,34.65%,Ward 31
9,247,5,2.02%,4,1.62%,1,0.40%,33,13.36%,31,12.55%,60,24.29%,21,8.50%,0,0%,92,37.25%,Ward 31
10,387,4,1.03%,2,0.52%,7,1.81%,24,6.20%,89,23.00%,109,28.17%,44,11.37%,1,0.26%,107,27.65%,Ward 31
11,357,7,1.96%,6,1.68%,7,1.96%,28,7.84%,63,17.65%,123,34.45%,29,8.12%,2,0.56%,92,25.77%,Ward 31
12,398,5,1.26%,4,1.01%,5,1.26%,37,9.30%,55,13.82%,133,33.42%,41,10.30%,4,1.01%,114,28.64%,Ward 31
13,288,4,1.39%,1,0.35%,0,0%,21,7.29%,39,13.54%,81,28.13%,33,11.46%,0,0%,109,37.85%,Ward 31
14,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,Ward 31
15,153,2,1.31%,0,0%,1,0.65%,12,7.84%,15,9.80%,44,28.76%,13,8.50%,0,0%,66,43.14%,Ward 31
16,182,4,2.20%,2,1.10%,0,0%,14,7.69%,22,12.09%,51,28.02%,14,7.69%,0,0%,75,41.21%,Ward 31
17,271,7,2.58%,2,0.74%,2,0.74%,24,8.86%,30,11.07%,82,30.26%,21,7.75%,0,0%,103,38.01%,Ward 31
18,274,3,1.09%,3,1.09%,3,1.09%,32,11.68%,30,10.95%,78,28.47%,22,8.03%,0,0%,103,37.59%,Ward 31
19,279,2,0.72%,4,1.43%,0,0%,45,16.13%,16,5.73%,81,29.03%,19,6.81%,3,1.08%,109,39.07%,Ward 31
20,288,7,2.43%,2,0.69%,3,1.04%,25,8.68%,16,5.56%,81,28.13%,19,6.60%,1,0.35%,134,46.53%,Ward 31
21,254,5,1.97%,2,0.79%,5,1.97%,30,11.81%,30,11.81%,82,32.28%,25,9.84%,3,1.18%,72,28.35%,Ward 31
22,137,4,2.92%,0,0%,0,0%,3,2.19%,26,18.98%,32,23.36%,15,10.95%,0,0%,57,41.61%,Ward 31
23,159,1,0.63%,0,0%,0,0%,22,13.84%,12,7.55%,38,23.90%,14,8.81%,0,0%,72,45.28%,Ward 31
1,761,7,0.92%,13,1.71%,25,3.29%,15,1.97%,221,29.04%,341,44.81%,71,9.33%,0,0%,68,8.94%,Ward 32
2,616,9,1.46%,14,2.27%,21,3.41%,9,1.46%,150,24.35%,268,43.51%,75,12.18%,5,0.81%,65,10.55%,Ward 32
3,455,7,1.54%,8,1.76%,12,2.64%,6,1.32%,105,23.08%,218,47.91%,42,9.23%,3,0.66%,54,11.87%,Ward 32
4,433,1,0.23%,5,1.15%,13,3.00%,5,1.15%,123,28.41%,186,42.96%,42,9.70%,1,0.23%,57,13.16%,Ward 32
5,355,2,0.56%,5,1.41%,6,1.69%,5,1.41%,89,25.07%,190,53.52%,37,10.42%,0,0%,21,5.92%,Ward 32
6,192,3,1.56%,4,2.08%,8,4.17%,5,2.60%,44,22.92%,94,48.96%,25,13.02%,0,0%,9,4.69%,Ward 32
7,480,4,0.83%,6,1.25%,18,3.75%,9,1.88%,119,24.79%,257,53.54%,28,5.83%,4,0.83%,35,7.29%,Ward 32
8,339,5,1.47%,3,0.88%,16,4.72%,2,0.59%,78,23.01%,177,52.21%,30,8.85%,1,0.29%,27,7.96%,Ward 32
9,359,5,1.39%,1,0.28%,14,3.90%,5,1.39%,64,17.83%,200,55.71%,41,11.42%,0,0%,29,8.08%,Ward 32
10,564,5,0.89%,6,1.06%,17,3.01%,11,1.95%,131,23.23%,282,50.00%,37,6.56%,2,0.35%,73,12.94%,Ward 32
11,364,2,0.55%,5,1.37%,11,3.02%,6,1.65%,77,21.15%,198,54.40%,37,10.16%,0,0%,28,7.69%,Ward 32
12,233,1,0.43%,3,1.29%,7,3.00%,0,0%,34,14.59%,155,66.52%,19,8.15%,0,0%,14,6.01%,Ward 32
13,152,0,0%,1,0.66%,9,5.92%,6,3.95%,19,12.50%,89,58.55%,11,7.24%,0,0%,17,11.18%,Ward 32
14,622,6,0.96%,6,0.96%,26,4.18%,11,1.77%,157,25.24%,305,49.04%,63,10.13%,4,0.64%,44,7.07%,Ward 32
15,713,3,0.42%,13,1.82%,22,3.09%,10,1.40%,81,11.36%,455,63.81%,60,8.42%,6,0.84%,63,8.84%,Ward 32
16,330,2,0.61%,2,0.61%,7,2.12%,3,0.91%,54,16.36%,205,62.12%,28,8.48%,1,0.30%,28,8.48%,Ward 32
17,624,8,1.28%,5,0.80%,21,3.37%,7,1.12%,107,17.15%,356,57.05%,58,9.29%,5,0.80%,57,9.13%,Ward 32
18,257,6,2.33%,3,1.17%,9,3.50%,34,13.23%,58,22.57%,68,26.46%,30,11.67%,1,0.39%,48,18.68%,Ward 32
19,293,4,1.37%,5,1.71%,13,4.44%,4,1.37%,75,25.60%,118,40.27%,38,12.97%,0,0%,36,12.29%,Ward 32
20,610,13,2.13%,6,0.98%,20,3.28%,10,1.64%,88,14.43%,358,58.69%,68,11.15%,3,0.49%,44,7.21%,Ward 32
21,565,6,1.06%,8,1.42%,23,4.07%,16,2.83%,188,33.27%,203,35.93%,51,9.03%,4,0.71%,66,11.68%,Ward 32
22,514,4,0.78%,1,0.19%,21,4.09%,16,3.11%,182,35.41%,183,35.60%,43,8.37%,4,0.78%,60,11.67%,Ward 32
23,318,5,1.57%,4,1.26%,14,4.40%,11,3.46%,91,28.62%,138,43.40%,26,8.18%,1,0.31%,28,8.81%,Ward 32
24,207,4,1.93%,7,3.38%,2,0.97%,6,2.90%,40,19.32%,101,48.79%,26,12.56%,1,0.48%,20,9.66%,Ward 32
25,430,5,1.16%,2,0.47%,11,2.56%,13,3.02%,110,25.58%,185,43.02%,42,9.77%,0,0%,62,14.42%,Ward 32
26,573,4,0.70%,1,0.17%,22,3.84%,12,2.09%,139,24.26%,269,46.95%,62,10.82%,1,0.17%,63,10.99%,Ward 32
27,532,7,1.32%,13,2.44%,24,4.51%,12,2.26%,134,25.19%,216,40.60%,68,12.78%,0,0%,58,10.90%,Ward 32
28,172,1,0.58%,4,2.33%,8,4.65%,4,2.33%,33,19.19%,85,49.42%,19,11.05%,0,0%,18,10.47%,Ward 32
29,425,3,0.71%,6,1.41%,21,4.94%,13,3.06%,123,28.94%,153,36.00%,50,11.76%,4,0.94%,52,12.24%,Ward 32
30,490,6,1.22%,8,1.63%,26,5.31%,5,1.02%,163,33.27%,179,36.53%,46,9.39%,2,0.41%,55,11.22%,Ward 32
1,728,14,1.92%,15,2.06%,19,2.61%,26,3.57%,208,28.57%,245,33.65%,55,7.55%,2,0.27%,144,19.78%,Ward 33
2,772,16,2.07%,8,1.04%,25,3.24%,25,3.24%,278,36.01%,204,26.42%,71,9.20%,1,0.13%,144,18.65%,Ward 33
3,586,8,1.37%,5,0.85%,9,1.54%,35,5.97%,153,26.11%,189,32.25%,58,9.90%,5,0.85%,124,21.16%,Ward 33
4,713,4,0.56%,4,0.56%,16,2.24%,35,4.91%,241,33.80%,203,28.47%,54,7.57%,0,0%,156,21.88%,Ward 33
5,599,10,1.67%,6,1.00%,9,1.50%,25,4.17%,164,27.38%,198,33.06%,50,8.35%,1,0.17%,136,22.70%,Ward 33
6,581,13,2.24%,1,0.17%,8,1.38%,23,3.96%,181,31.15%,163,28.06%,56,9.64%,2,0.34%,134,23.06%,Ward 33
7,547,4,0.73%,4,0.73%,12,2.19%,25,4.57%,191,34.92%,133,24.31%,35,6.40%,2,0.37%,141,25.78%,Ward 33
8,447,7,1.57%,3,0.67%,7,1.57%,20,4.47%,163,36.47%,122,27.29%,42,9.40%,1,0.22%,82,18.34%,Ward 33
9,473,7,1.48%,2,0.42%,9,1.90%,27,5.71%,126,26.64%,108,22.83%,41,8.67%,4,0.85%,149,31.50%,Ward 33
10,417,4,0.96%,3,0.72%,14,3.36%,19,4.56%,197,47.24%,71,17.03%,31,7.43%,0,0%,78,18.71%,Ward 33
11,347,3,0.86%,2,0.58%,4,1.15%,17,4.90%,134,38.62%,70,20.17%,34,9.80%,2,0.58%,81,23.34%,Ward 33
12,542,10,1.85%,3,0.55%,9,1.66%,29,5.35%,226,41.70%,105,19.37%,42,7.75%,1,0.18%,117,21.59%,Ward 33
13,505,12,2.38%,5,0.99%,14,2.77%,26,5.15%,197,39.01%,90,17.82%,55,10.89%,4,0.79%,102,20.20%,Ward 33
14,589,16,2.72%,4,0.68%,12,2.04%,16,2.72%,251,42.61%,134,22.75%,40,6.79%,1,0.17%,115,19.52%,Ward 33
15,449,7,1.56%,5,1.11%,8,1.78%,15,3.34%,212,47.22%,99,22.05%,25,5.57%,1,0.22%,77,17.15%,Ward 33
16,678,6,0.88%,9,1.33%,36,5.31%,21,3.10%,222,32.74%,217,32.01%,73,10.77%,2,0.29%,92,13.57%,Ward 33
17,537,14,2.61%,4,0.74%,15,2.79%,20,3.72%,231,43.02%,103,19.18%,42,7.82%,6,1.12%,102,18.99%,Ward 33
1,383,9,2.35%,6,1.57%,25,6.53%,19,4.96%,84,21.93%,151,39.43%,48,12.53%,1,0.26%,40,10.44%,Ward 34
2,287,2,0.70%,3,1.05%,4,1.39%,10,3.48%,50,17.42%,153,53.31%,33,11.50%,1,0.35%,31,10.80%,Ward 34
3,495,9,1.82%,3,0.61%,34,6.87%,11,2.22%,100,20.20%,243,49.09%,63,12.73%,0,0%,32,6.46%,Ward 34
4,404,7,1.73%,7,1.73%,8,1.98%,18,4.46%,67,16.58%,183,45.30%,49,12.13%,1,0.25%,64,15.84%,Ward 34
5,479,14,2.92%,7,1.46%,28,5.85%,11,2.30%,96,20.04%,187,39.04%,66,13.78%,2,0.42%,68,14.20%,Ward 34
6,352,2,0.57%,4,1.14%,9,2.56%,4,1.14%,63,17.90%,181,51.42%,47,13.35%,2,0.57%,40,11.36%,Ward 34
7,191,1,0.52%,1,0.52%,6,3.14%,4,2.09%,31,16.23%,101,52.88%,34,17.80%,0,0%,13,6.81%,Ward 34
8,253,4,1.58%,5,1.98%,9,3.56%,8,3.16%,40,15.81%,137,54.15%,26,10.28%,1,0.40%,23,9.09%,Ward 34
9,593,9,1.52%,5,0.84%,24,4.05%,6,1.01%,100,16.86%,355,59.87%,41,6.91%,0,0%,53,8.94%,Ward 34
10,207,1,0.48%,2,0.97%,7,3.38%,5,2.42%,44,21.26%,110,53.14%,17,8.21%,0,0%,21,10.14%,Ward 34
11,381,6,1.57%,6,1.57%,21,5.51%,21,5.51%,78,20.47%,142,37.27%,48,12.60%,1,0.26%,58,15.22%,Ward 34
12,324,6,1.85%,4,1.23%,12,3.70%,17,5.25%,69,21.30%,162,50.00%,24,7.41%,2,0.62%,28,8.64%,Ward 34
13,397,5,1.26%,2,0.50%,14,3.53%,14,3.53%,66,16.62%,205,51.64%,47,11.84%,3,0.76%,41,10.33%,Ward 34
14,451,3,0.67%,8,1.77%,16,3.55%,8,1.77%,50,11.09%,286,63.41%,42,9.31%,2,0.44%,36,7.98%,Ward 34
15,337,9,2.67%,3,0.89%,13,3.86%,15,4.45%,59,17.51%,145,43.03%,43,12.76%,0,0%,50,14.84%,Ward 34
16,477,16,3.35%,9,1.89%,27,5.66%,9,1.89%,119,24.95%,172,36.06%,76,15.93%,2,0.42%,47,9.85%,Ward 34
17,410,15,3.66%,11,2.68%,41,10.00%,12,2.93%,121,29.51%,109,26.59%,52,12.68%,3,0.73%,46,11.22%,Ward 34
18,471,5,1.06%,7,1.49%,12,2.55%,30,6.37%,129,27.39%,162,34.39%,77,16.35%,4,0.85%,45,9.55%,Ward 34
19,365,9,2.47%,11,3.01%,11,3.01%,7,1.92%,60,16.44%,182,49.86%,57,15.62%,0,0%,28,7.67%,Ward 34
20,521,7,1.34%,7,1.34%,17,3.26%,11,2.11%,52,9.98%,310,59.50%,68,13.05%,0,0%,49,9.40%,Ward 34
1,143,0,0%,1,0.70%,1,0.70%,10,6.99%,34,23.78%,39,27.27%,4,2.80%,1,0.70%,53,37.06%,Ward 35
2,409,7,1.71%,4,0.98%,3,0.73%,24,5.87%,73,17.85%,100,24.45%,26,6.36%,0,0%,172,42.05%,Ward 35
3,271,9,3.32%,0,0%,3,1.11%,12,4.43%,90,33.21%,51,18.82%,13,4.80%,2,0.74%,91,33.58%,Ward 35
4,379,8,2.11%,2,0.53%,8,2.11%,11,2.90%,151,39.84%,70,18.47%,37,9.76%,3,0.79%,89,23.48%,Ward 35
5,542,10,1.85%,1,0.18%,8,1.48%,15,2.77%,300,55.35%,76,14.02%,35,6.46%,1,0.18%,96,17.71%,Ward 35
6,778,13,1.67%,7,0.90%,19,2.44%,19,2.44%,429,55.14%,127,16.32%,59,7.58%,2,0.26%,103,13.24%,Ward 35
7,560,18,3.21%,2,0.36%,10,1.79%,24,4.29%,246,43.93%,86,15.36%,58,10.36%,0,0%,116,20.71%,Ward 35
8,383,9,2.35%,2,0.52%,5,1.31%,11,2.87%,166,43.34%,66,17.23%,83,21.67%,1,0.26%,40,10.44%,Ward 35
9,612,9,1.47%,6,0.98%,26,4.25%,10,1.63%,335,54.74%,103,16.83%,55,8.99%,1,0.16%,67,10.95%,Ward 35
10,383,10,2.61%,3,0.78%,8,2.09%,20,5.22%,185,48.30%,54,14.10%,34,8.88%,0,0%,69,18.02%,Ward 35
11,546,8,1.47%,3,0.55%,9,1.65%,9,1.65%,269,49.27%,85,15.57%,79,14.47%,0,0%,84,15.38%,Ward 35
12,623,12,1.93%,4,0.64%,19,3.05%,23,3.69%,335,53.77%,101,16.21%,55,8.83%,2,0.32%,72,11.56%,Ward 35
13,412,11,2.67%,2,0.49%,16,3.88%,11,2.67%,199,48.30%,76,18.45%,20,4.85%,0,0%,77,18.69%,Ward 35
14,355,9,2.54%,3,0.85%,5,1.41%,13,3.66%,178,50.14%,52,14.65%,28,7.89%,2,0.56%,65,18.31%,Ward 35
15,503,8,1.59%,2,0.40%,6,1.19%,17,3.38%,216,42.94%,104,20.68%,37,7.36%,2,0.40%,111,22.07%,Ward 35
16,663,19,2.87%,5,0.75%,19,2.87%,22,3.32%,279,42.08%,130,19.61%,50,7.54%,3,0.45%,136,20.51%,Ward 35
17,414,4,0.97%,3,0.72%,11,2.66%,10,2.42%,138,33.33%,126,30.43%,28,6.76%,2,0.48%,92,22.22%,Ward 35
18,289,4,1.38%,2,0.69%,9,3.11%,7,2.42%,124,42.91%,64,22.15%,18,6.23%,0,0%,61,21.11%,Ward 35
19,408,9,2.21%,3,0.74%,8,1.96%,21,5.15%,160,39.22%,103,25.25%,23,5.64%,1,0.25%,80,19.61%,Ward 35
20,255,5,1.96%,0,0%,11,4.31%,7,2.75%,72,28.24%,103,40.39%,13,5.10%,0,0%,44,17.25%,Ward 35
21,465,10,2.15%,5,1.08%,12,2.58%,16,3.44%,141,30.32%,149,32.04%,32,6.88%,2,0.43%,98,21.08%,Ward 35
22,546,6,1.10%,5,0.92%,10,1.83%,31,5.68%,138,25.27%,209,38.28%,37,6.78%,3,0.55%,107,19.60%,Ward 35
1,299,6,2.01%,0,0%,1,0.33%,33,11.04%,39,13.04%,140,46.82%,22,7.36%,0,0%,58,19.40%,Ward 36
2,340,4,1.18%,2,0.59%,6,1.76%,39,11.47%,39,11.47%,153,45.00%,19,5.59%,2,0.59%,76,22.35%,Ward 36
3,267,4,1.50%,2,0.75%,0,0%,23,8.61%,16,5.99%,122,45.69%,13,4.87%,1,0.37%,86,32.21%,Ward 36
4,297,3,1.01%,4,1.35%,3,1.01%,24,8.08%,28,9.43%,106,35.69%,27,9.09%,1,0.34%,101,34.01%,Ward 36
5,276,5,1.81%,1,0.36%,4,1.45%,24,8.70%,33,11.96%,69,25.00%,20,7.25%,0,0%,120,43.48%,Ward 36
6,201,5,2.49%,2,1.00%,0,0%,12,5.97%,16,7.96%,73,36.32%,15,7.46%,0,0%,78,38.81%,Ward 36
7,179,2,1.12%,1,0.56%,1,0.56%,19,10.61%,26,14.53%,41,22.91%,17,9.50%,1,0.56%,71,39.66%,Ward 36
8,164,1,0.61%,1,0.61%,0,0%,19,11.59%,29,17.68%,56,34.15%,20,12.20%,0,0%,38,23.17%,Ward 36
9,394,5,1.27%,1,0.25%,3,0.76%,38,9.64%,36,9.14%,84,21.32%,69,17.51%,1,0.25%,157,39.85%,Ward 36
10,279,3,1.08%,1,0.36%,0,0%,35,12.54%,32,11.47%,59,21.15%,35,12.54%,3,1.08%,111,39.78%,Ward 36
11,192,4,2.08%,0,0%,0,0%,15,7.81%,25,13.02%,47,24.48%,17,8.85%,3,1.56%,81,42.19%,Ward 36
12,167,2,1.20%,1,0.60%,0,0%,9,5.39%,22,13.17%,20,11.98%,14,8.38%,0,0%,99,59.28%,Ward 36
13,85,3,3.53%,0,0%,0,0%,12,14.12%,7,8.24%,27,31.76%,4,4.71%,0,0%,32,37.65%,Ward 36
14,271,5,1.85%,6,2.21%,2,0.74%,39,14.39%,38,14.02%,46,16.97%,49,18.08%,0,0%,86,31.73%,Ward 36
15,132,0,0%,1,0.76%,2,1.52%,17,12.88%,27,20.45%,28,21.21%,13,9.85%,0,0%,44,33.33%,Ward 36
16,120,4,3.33%,1,0.83%,0,0%,14,11.67%,20,16.67%,18,15.00%,35,29.17%,0,0%,28,23.33%,Ward 36
17,354,7,1.98%,4,1.13%,8,2.26%,19,5.37%,155,43.79%,83,23.45%,28,7.91%,2,0.56%,48,13.56%,Ward 36
18,360,5,1.39%,1,0.28%,8,2.22%,10,2.78%,165,45.83%,87,24.17%,26,7.22%,0,0%,58,16.11%,Ward 36
19,476,13,2.73%,6,1.26%,18,3.78%,12,2.52%,227,47.69%,94,19.75%,32,6.72%,1,0.21%,73,15.34%,Ward 36
20,533,10,1.88%,6,1.13%,18,3.38%,14,2.63%,229,42.96%,155,29.08%,31,5.82%,1,0.19%,69,12.95%,Ward 36
21,408,5,1.23%,1,0.25%,7,1.72%,20,4.90%,103,25.25%,184,45.10%,39,9.56%,1,0.25%,48,11.76%,Ward 36
22,439,12,2.73%,4,0.91%,11,2.51%,13,2.96%,202,46.01%,129,29.38%,20,4.56%,1,0.23%,47,10.71%,Ward 36
23,439,6,1.37%,6,1.37%,17,3.87%,18,4.10%,149,33.94%,162,36.90%,31,7.06%,2,0.46%,48,10.93%,Ward 36
24,399,5,1.25%,4,1.00%,27,6.77%,17,4.26%,140,35.09%,145,36.34%,22,5.51%,0,0%,39,9.77%,Ward 36
25,429,4,0.93%,1,0.23%,16,3.73%,10,2.33%,117,27.27%,182,42.42%,30,6.99%,2,0.47%,67,15.62%,Ward 36
26,413,4,0.97%,4,0.97%,13,3.15%,10,2.42%,154,37.29%,149,36.08%,31,7.51%,1,0.24%,47,11.38%,Ward 36
27,510,9,1.76%,6,1.18%,14,2.75%,9,1.76%,143,28.04%,211,41.37%,41,8.04%,1,0.20%,76,14.90%,Ward 36
1,279,9,3.23%,0,0%,2,0.72%,67,24.01%,42,15.05%,16,5.73%,138,49.46%,0,0%,5,1.79%,Ward 37
2,254,11,4.33%,1,0.39%,3,1.18%,47,18.50%,37,14.57%,39,15.35%,71,27.95%,1,0.39%,44,17.32%,Ward 37
3,317,9,2.84%,4,1.26%,0,0%,82,25.87%,37,11.67%,22,6.94%,149,47.00%,0,0%,14,4.42%,Ward 37
4,358,7,1.96%,4,1.12%,4,1.12%,79,22.07%,58,16.20%,31,8.66%,162,45.25%,3,0.84%,10,2.79%,Ward 37
5,243,7,2.88%,2,0.82%,0,0%,75,30.86%,42,17.28%,11,4.53%,93,38.27%,1,0.41%,12,4.94%,Ward 37
6,471,18,3.82%,3,0.64%,1,0.21%,108,22.93%,96,20.38%,25,5.31%,197,41.83%,0,0%,23,4.88%,Ward 37
7,262,10,3.82%,1,0.38%,0,0%,59,22.52%,42,16.03%,27,10.31%,87,33.21%,0,0%,36,13.74%,Ward 37
8,417,18,4.32%,6,1.44%,2,0.48%,95,22.78%,74,17.75%,14,3.36%,189,45.32%,0,0%,19,4.56%,Ward 37
9,155,7,4.52%,1,0.65%,0,0%,34,21.94%,24,15.48%,11,7.10%,64,41.29%,0,0%,14,9.03%,Ward 37
10,298,12,4.03%,5,1.68%,1,0.34%,50,16.78%,41,13.76%,22,7.38%,137,45.97%,0,0%,30,10.07%,Ward 37
11,266,8,3.01%,5,1.88%,1,0.38%,62,23.31%,35,13.16%,17,6.39%,125,46.99%,1,0.38%,12,4.51%,Ward 37
12,415,9,2.17%,10,2.41%,1,0.24%,78,18.80%,60,14.46%,37,8.92%,193,46.51%,0,0%,27,6.51%,Ward 37
13,204,14,6.86%,4,1.96%,0,0%,50,24.51%,27,13.24%,14,6.86%,78,38.24%,3,1.47%,14,6.86%,Ward 37
14,395,8,2.03%,6,1.52%,1,0.25%,88,22.28%,71,17.97%,28,7.09%,161,40.76%,3,0.76%,29,7.34%,Ward 37
15,406,10,2.46%,2,0.49%,1,0.25%,99,24.38%,66,16.26%,23,5.67%,184,45.32%,3,0.74%,18,4.43%,Ward 37
16,419,6,1.43%,3,0.72%,0,0%,81,19.33%,82,19.57%,51,12.17%,178,42.48%,0,0%,18,4.30%,Ward 37
17,244,4,1.64%,1,0.41%,2,0.82%,53,21.72%,48,19.67%,15,6.15%,118,48.36%,0,0%,3,1.23%,Ward 37
18,322,8,2.48%,2,0.62%,0,0%,86,26.71%,51,15.84%,26,8.07%,134,41.61%,0,0%,15,4.66%,Ward 37
19,244,11,4.51%,2,0.82%,0,0%,62,25.41%,42,17.21%,19,7.79%,82,33.61%,0,0%,26,10.66%,Ward 37
20,400,7,1.75%,5,1.25%,4,1.00%,101,25.25%,72,18.00%,20,5.00%,181,45.25%,1,0.25%,9,2.25%,Ward 37
21,259,11,4.25%,4,1.54%,2,0.77%,66,25.48%,37,14.29%,21,8.11%,95,36.68%,0,0%,23,8.88%,Ward 37
22,320,15,4.69%,1,0.31%,0,0%,51,15.94%,50,15.63%,41,12.81%,111,34.69%,0,0%,51,15.94%,Ward 37
1,853,2,0.23%,0,0%,1,0.12%,91,10.67%,28,3.28%,665,77.96%,28,3.28%,2,0.23%,36,4.22%,Ward 38
2,378,1,0.26%,0,0%,1,0.26%,39,10.32%,16,4.23%,275,72.75%,18,4.76%,0,0%,28,7.41%,Ward 38
3,528,3,0.57%,2,0.38%,1,0.19%,66,12.50%,26,4.92%,363,68.75%,22,4.17%,0,0%,45,8.52%,Ward 38
4,403,2,0.50%,5,1.24%,5,1.24%,59,14.64%,14,3.47%,273,67.74%,13,3.23%,1,0.25%,31,7.69%,Ward 38
5,630,3,0.48%,2,0.32%,0,0%,88,13.97%,45,7.14%,406,64.44%,23,3.65%,0,0%,63,10.00%,Ward 38
6,413,2,0.48%,9,2.18%,0,0%,58,14.04%,26,6.30%,256,61.99%,17,4.12%,1,0.24%,44,10.65%,Ward 38
7,510,3,0.59%,4,0.78%,1,0.20%,76,14.90%,34,6.67%,298,58.43%,22,4.31%,1,0.20%,71,13.92%,Ward 38
8,415,4,0.96%,3,0.72%,2,0.48%,60,14.46%,26,6.27%,257,61.93%,20,4.82%,0,0%,43,10.36%,Ward 38
9,398,2,0.50%,4,1.01%,2,0.50%,46,11.56%,34,8.54%,222,55.78%,31,7.79%,2,0.50%,55,13.82%,Ward 38
10,370,2,0.54%,1,0.27%,1,0.27%,53,14.32%,21,5.68%,233,62.97%,20,5.41%,1,0.27%,38,10.27%,Ward 38
11,489,1,0.20%,7,1.43%,5,1.02%,56,11.45%,24,4.91%,303,61.96%,42,8.59%,6,1.23%,45,9.20%,Ward 38
12,647,5,0.77%,5,0.77%,4,0.62%,90,13.91%,42,6.49%,394,60.90%,32,4.95%,0,0%,75,11.59%,Ward 38
13,293,0,0%,1,0.34%,2,0.68%,31,10.58%,23,7.85%,183,62.46%,20,6.83%,0,0%,33,11.26%,Ward 38
14,441,1,0.23%,2,0.45%,3,0.68%,46,10.43%,33,7.48%,273,61.90%,23,5.22%,2,0.45%,58,13.15%,Ward 38
15,363,7,1.93%,2,0.55%,5,1.38%,48,13.22%,23,6.34%,199,54.82%,20,5.51%,3,0.83%,56,15.43%,Ward 38
16,611,7,1.15%,2,0.33%,5,0.82%,57,9.33%,68,11.13%,338,55.32%,54,8.84%,1,0.16%,79,12.93%,Ward 38
17,523,2,0.38%,3,0.57%,6,1.15%,57,10.90%,83,15.87%,273,52.20%,31,5.93%,1,0.19%,67,12.81%,Ward 38
18,583,5,0.86%,4,0.69%,10,1.72%,51,8.75%,89,15.27%,284,48.71%,45,7.72%,0,0%,95,16.30%,Ward 38
19,578,3,0.52%,6,1.04%,6,1.04%,55,9.52%,66,11.42%,341,59.00%,27,4.67%,0,0%,74,12.80%,Ward 38
20,500,6,1.20%,8,1.60%,6,1.20%,49,9.80%,87,17.40%,250,50.00%,33,6.60%,0,0%,61,12.20%,Ward 38
